query_id;plan_id;dop;query_dop;operator_type;execution_time;total_time;start_time;estimate_costs;estimate_rows;actual_rows;l_input_rows;r_input_rows;nloops;peak_mem;cstore_buffers;instance_mem;width;table_names;index_names;filter;join_names;predicate_cost;agg_col;agg_width;disk_ratio;agg_groups;build_time;hash_time;hash_table_size;jointype;hash_width;stream_data_send_time;stream_quota_time;stream_poll_time;stream_data_copy_time;up_dop;down_dop;child_plan;is_executed
1;0;1;2;Limit;0.014;1518.3;1518.28;0.25;100;100;100;0;1;7;5334016;33554432;17;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;6;1
1;6;1;2;Sort;26.033;1518.29;1518.28;73.96;29584;100;40344;0;1;51;5334016;33554432;17;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;7;1
1;7;1;2;Hash Join;38.284;1492.25;1251.46;13149.0;29584;40344;40359;500000;1;10;5334016;33554432;17;none;;;(ctr1.ctr_customer_sk = customer.c_customer_sk);0;0;0;0.0;0.0;0.0;0.0;21972.7;Inner;0;0.0;0.0;0.0;0.0;0;0;8,19;1
1;19;1;2;Hash;136.569;190.19;190.19;0.0;500000;500000;500000;0;1;31558;5334016;33554432;21;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;20;1
1;20;1;2;Row Adapter;27.29;53.621;4.593;0.0;500000;500000;500000;0;1;24;5334016;33554432;21;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;21;1
1;21;1;2;CStore Scan;26.331;26.331;4.562;12956.0;500000;500000;500000;0;1;583;5334016;33554432;21;customer;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;;1
1;8;1;2;Hash Join;150.786;1263.78;1056.42;12742.2;29584;40359;537027;15;1;13;5334016;33554432;4;none;;"(ctr1.ctr_total_return > (subquery.""?column?"" * 1.2))";"(ctr1.ctr_store_sk = subquery.""?column?"")";0;0;0;0.0;0.0;0.0;0.0;0.9375;Inner;0;0.0;0.0;0.0;0.0;0;0;9,10;1
1;10;1;2;Hash;0.011;600.495;600.495;0.0;35;15;15;0;1;298;5334016;33554432;40;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;11;1
1;11;1;2;Merge Join;0.037;600.484;600.459;1.525;35;15;35;52;1;13;5334016;33554432;40;none;;;"(store.s_store_sk = subquery.""?column?"")";0;0;0;0.0;0.0;0.0;0.0;0.0;Inner;0;0.0;0.0;0.0;0.0;0;0;12,15;1
1;4;1;2;CStore Scan;259.563;259.563;3.429;53131.4;2875432;2875432;2875432;0;1;837;5334016;33554432;23;store_returns;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;;1
1;17;1;2;Aggregate;334.563;600.099;600.066;3.5;200;52;507153;0;1;242;5334016;33554432;100;none;;;;0;1;64;0.0;200.0;0.0;0.0;31.25;none;0;0.0;0.0;0.0;0.0;0;0;18;1
1;5;1;2;CStore Scan;1.361;1.361;1.181;2041.67;363;365;73049;0;1;684;5334016;33554432;4;date_dim;;(d_year = 1999);;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;;1
