query_id;plan_id;dop;query_dop;operator_type;execution_time;total_time;start_time;estimate_costs;estimate_rows;actual_rows;l_input_rows;r_input_rows;nloops;peak_mem;cstore_buffers;instance_mem;width;table_names;index_names;filter;join_names;predicate_cost;agg_col;agg_width;disk_ratio;agg_groups;build_time;hash_time;hash_table_size;jointype;hash_width;stream_data_send_time;stream_quota_time;stream_poll_time;stream_data_copy_time;up_dop;down_dop;child_plan;is_executed
1;0;1;8;Row Adapter;0.016;56791.0;56791.0;0.0;6;4;4;0;1;92;104857600;524288000;280;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;1;1
1;1;1;8;Vector Sort;0.474;56791.0;56791.0;0.015;6;4;4;0;1;492;104857600;524288000;280;none;;;;0;2;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;2;1
1;2;1;8;Vector Streaming LOCAL GATHER;0.178;56790.5;56789.9;0.313052;6;4;4;0;1;325;104857600;524288000;280;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;56790.1;0.089;1;8;3;1
1;3;8;8;Vector Sonic Hash Aggregate;1.977;56777.0;56775.4;0.013125;6;4;32;0;1;25532;104857600;524288000;280;none;;;;0;2;0;0.0;32.0;0.142;0.165;121.5;none;0;0.086;0.0;0.0;0.079;0;0;4;1
1;4;8;8;Vector Streaming LOCAL REDISTRIBUTE;0.984;56775.0;54482.9;0.953438;6;32;32;0;1;1875;104857600;524288000;280;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;56774.1;0.07425;8;8;5;1
1;5;8;8;Vector Sonic Hash Aggregate;40329.9;56777.0;54491.7;0.013125;6;32;600025596;0;1;26176;104857600;524288000;280;none;;;;0;2;232;0.0;32.0;6705.49;33580.2;121.5;none;0;0.492;0.0;0.0;0.434;0;0;6;1
1;6;8;8;CStore Scan;16447.1;16447.1;78.14;1807170.0;599880467;600025596;600037902;0;1;9912;104857600;524288000;48;lineitem;;(l_shipdate <= '1998-11-28 00:00:00'::timestamp without time zone);;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;;1
3;0;1;8;Row Adapter;0.005;56000.6;56000.6;0.0;10;10;10;0;1;38;104857600;524288000;78;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;1;1
3;1;1;8;Vector Limit;0.007;56000.6;56000.6;0.025;10;10;10;0;1;3;104857600;524288000;78;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;2;1
3;9;8;8;CStore Scan;12020.6;12020.6;92.189;1807170.0;325048909;323494519;600037902;0;1;6416;104857600;524288000;30;lineitem;;(l_shipdate > '1995-03-15 00:00:00'::timestamp(0) without time zone);;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;32886.7;12210.4;0.0;7844.43;0;0;;1
3;8;8;8;Vector Streaming LOCAL REDISTRIBUTE;41352.59999999999;45525.2;0.134;4277430.0;325048909;323494519;323494519;0;1;1168;104857600;524288000;30;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;40047.7;4561.98;8;8;9;1
3;12;8;8;CStore Scan;1819.34;1819.34;10.287;360750.0;72555238;72874383;150000000;0;1;5576;104857600;524288000;32;orders;;(o_orderdate < '1995-03-15 00:00:00'::timestamp(0) without time zone);;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;;1
3;14;8;8;CStore Scan;314.203;314.203;4.572;51781.2;2981500;3000188;15000000;0;1;3456;104857600;524288000;8;customer;;(c_mktsegment = 'BUILDING'::bpchar);;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;146.114;84.485;0.0;11.954;0;0;;1
3;13;8;8;Vector Streaming BROADCAST;123.258;368.396;0.014;179905.0;23852000;24001504;3000188;0;1;760;104857600;524288000;8;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;329.131;17.4578;8;8;14;1
3;11;8;8;Vector Sonic Hash Join;2315.73;4503.46;677.699;429673.0;27929986;14567861;72874383;24001504;1;403448;104857600;524288000;24;none;;;(orders.o_custkey = customer.c_custkey);0;0;0;0.0;0.0;212.856;3819.83;750047.0;Inner;8;979.042;60.087;0.0;267.563;0;0;12,13;1
3;10;8;8;Vector Streaming LOCAL REDISTRIBUTE;1837.91;5351.86;214.504;648330.0;27929986;14567861;14567861;0;1;912;104857600;524288000;24;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;5215.12;31.724;8;8;11;1
3;7;8;8;Vector Sonic Hash Join;3241.19;54118.2;5384.59;4916720.0;389536107;2987578;323494519;14567861;1;504423;104857600;524288000;46;none;;;(lineitem.l_orderkey = orders.o_orderkey);0;0;0;0.0;0.0;110.782;48600.5;682868.0;Inner;24;0.0;0.0;0.0;0.0;0;0;8,10;1
3;6;8;8;Vector Sonic Hash Aggregate;1787.98;55906.2;55326.5;3382570.0;389536107;1131041;2987578;0;1;3191006;104857600;524288000;78;none;;;;0;3;32;0.330956;48692000.0;561.185;74.183;2448870.0;none;0;0.0;0.0;0.0;0.0;0;0;7;1
3;5;8;8;Vector Sort;79.098;55985.3;55415.1;973840.0;389536107;80;1131041;0;1;2416;104857600;524288000;78;none;;;;0;2;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;6;1
3;4;8;8;Vector Limit;0.018;55985.3;55415.1;0.025;10;80;80;0;1;24;104857600;524288000;78;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.096;0.0;0.0;0.077;0;0;5;1
3;3;1;8;Vector Streaming LOCAL GATHER;0.192;56000.4;55429.6;0.164252;10;80;80;0;1;139;104857600;524288000;78;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;56000.2;0.057;1;8;4;1
3;2;1;8;Vector Sort;0.228;56000.6;56000.6;0.025;10;10;80;0;1;303;104857600;524288000;78;none;;;;0;2;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;3;1
4;0;1;8;Row Adapter;0.024;54815.9;54815.9;0.0;1;5;5;0;1;20;104857600;524288000;24;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;1;1
4;1;1;8;Vector Sort;1.465;54815.9;54815.9;0.005;1;5;5;0;1;284;104857600;524288000;24;none;;;;0;1;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;0.0;0.0;0;0;2;1
4;2;1;8;Vector Streaming LOCAL GATHER;0.178;54814.4;54813.9;0.00553467;1;5;5;0;1;120;104857600;524288000;24;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;54813.8;0.04;1;8;3;1
4;3;8;8;Vector Sonic Hash Aggregate;0.338;54808.4;54798.2;0.00125;1;5;40;0;1;5840;104857600;524288000;24;none;;;;0;1;0;0.0;40.0;0.147;0.041;3.4375;none;0;0.089;0.0;0.0;0.073;0;0;4;1
4;4;8;8;Vector Streaming LOCAL REDISTRIBUTE;0.32;54808.1;53836.7;0.0329687;1;40;40;0;1;912;104857600;524288000;24;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;54801.3;0.07025;8;8;5;1
4;5;8;8;Vector Sonic Hash Aggregate;82.249;54800.5;53843.8;0.00125;1;40;5257429;0;1;5416;104857600;524288000;24;none;;;;0;1;8;0.0;40.0;62.362;8.502;3.4375;none;0;0.16;0.0;0.0;0.116;0;0;6;1
4;6;8;8;Vector Sonic Hash Join;1737.04;54718.2;52177.7;3695.35;320944;5257429;137548511;5733776;1;109375;104857600;524288000;16;none;;;(lineitem.l_orderkey = orders.o_orderkey);0;0;0;0.0;0.0;50.357;52359.2;268771.0;Inner;24;0.0;0.0;0.0;0.0;0;0;7,11;1
4;11;8;8;Vector Streaming LOCAL REDISTRIBUTE;547.342;2267.7;33.682;459681.0;5945552;5733776;5733776;0;1;1096;104857600;524288000;24;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;2216.62;35.2319;8;8;12;1
4;12;8;8;CStore Scan;1942.46;1942.46;14.575;407625.0;5945552;5733776;150000000;0;1;4752;104857600;524288000;24;orders;;((o_orderdate >= '1993-07-01 00:00:00'::timestamp(0) without time zone) AND (o_orderdate < '1993-10-01 00:00:00'::timestamp without time zone));;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;340.322;66.651;0.0;108.647;0;0;;1
4;7;8;8;Vector Sonic Hash Aggregate;10826.8;50713.5;49865.1;393.334;314667;137548511;137553903;0;1;2641248;104857600;524288000;8;none;;;;0;1;0;0.0;137549000.0;7686.91;0.587;60178000.0;none;0;0.0;0.0;0.0;0.0;0;0;8;1
4;8;8;8;Vector Streaming LOCAL REDISTRIBUTE;13717.6;39886.7;22250.4;9777.92;314667;137553903;137553903;0;1;760;104857600;524288000;8;none;;;;0;0;0;0.0;0.0;0.0;0.0;0.0;none;0;0.0;0.0;39214.2;106.392;8;8;9;1
