query_id;plan_id;dop;query_dop;operator_type;execution_time;total_time;start_time;estimate_costs;estimate_rows;actual_rows;l_input_rows;r_input_rows;nloops;peak_mem;cstore_buffers;instance_mem;width;table_names;index_names;filter;join_names;predicate_cost;agg_col;agg_width;disk_ratio;agg_groups;build_time;hash_time;hash_table_size;jointype;hash_width;stream_data_send_time;stream_quota_time;stream_poll_time;stream_data_copy_time;up_dop;down_dop;child_plan;is_executed
1;0;1;64;Row Adapter;0.004;3793.7;3793.69;0;6;4;4;0;1;92;104857600;524288000;280;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;0;0;0;0;1;1
1;1;1;64;Vector Sort;0.373;3793.69;3793.69;0.015;6;4;4;0;1;492;104857600;524288000;280;none;;;;0;2;0;0;0;0;0;0;none;0;0;0;0;0;0;0;2;1
1;2;1;64;Vector Streaming LOCAL GATHER;0.202;3793.32;3792.1;0.272408;6;4;4;0;1;792;104857600;524288000;280;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;3793.07;0.039;1;64;3;1
1;3;64;64;Vector Sonic Hash Aggregate;0.453;3835.72;3783.52;0.00164063;6;4;256;0;1;203556;104857600;524288000;280;none;;;;0;2;0;0;256;0.137;0.332;972;none;0;0.163;0;0;0.14;0;0;4;1
1;4;64;64;Vector Streaming LOCAL REDISTRIBUTE;0.0993438;3835.27;3614.95;0.941953;6;256;256;0;1;41843;104857600;524288000;280;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;3802.35;0.0223438;64;64;5;1
1;5;64;64;Vector Sonic Hash Aggregate;2641.48;3869.5;3683;0.00164063;6;256;600025596;0;1;209408;104857600;524288000;280;none;;;;0;2;232;0;256;503.866;2196.5;972;none;0;0.077;0;0;0.071;0;0;6;1
1;6;64;64;CStore Scan;1228.02;1228.02;118.906;288021;599981992;600025596;600037902;0;1;79296;104857600;524288000;48;lineitem;;(l_shipdate <= '1998-11-28 00:00:00'::timestamp without time zone);;0;0;0;0;0;0;0;0;none;0;0;0;0;0;0;0;;1
3;0;1;64;Row Adapter;0.007;4844.61;4844.61;0;10;10;10;0;1;38;104857600;524288000;78;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;0;0;0;0;1;1
3;1;1;64;Vector Limit;0.005;4844.6;4844.6;0.025;10;10;10;0;1;3;104857600;524288000;78;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;0;0;0;0;2;1
3;2;1;64;Vector Sort;0.326;4844.6;4844.6;0.025;10;10;640;0;1;302;104857600;524288000;78;none;;;;0;2;0;0;0;0;0;0;none;0;0;0;0;0;0;0;3;1
3;9;64;64;CStore Scan;969.452;969.452;196.336;288021;321100916;323494519;600037902;0;1;51328;104857600;524288000;30;lineitem;;(l_shipdate > '1995-03-15 00:00:00'::timestamp(0) without time zone);;0;0;0;0;0;0;0;0;none;0;3160.84;943.062;0;891.74;0;0;;1
3;8;64;64;Vector Streaming LOCAL REDISTRIBUTE;2329.44;3656.79;0.072;655189;321100916;323494519;323494519;0;1;39232;104857600;524288000;30;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;3426.61;111.656;64;64;9;1
3;13;64;64;CStore Scan;359.995;359.995;6.946;107219;73288983;72874383;150000000;0;1;44608;104857600;524288000;32;orders;;(o_orderdate < '1995-03-15 00:00:00'::timestamp(0) without time zone);;0;0;0;0;0;0;0;0;none;0;888.576;129.982;0;145.566;0;0;;1
3;12;64;64;Vector Streaming LOCAL REDISTRIBUTE;764.989;1034.75;0.035;239643;73288983;72874383;72874383;0;1;37760;104857600;524288000;32;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;948.491;6.39536;64;64;13;1
3;15;64;64;CStore Scan;50.278;50.278;1.184;68625;2949500;3000188;15000000;0;1;27648;104857600;524288000;8;customer;;(c_mktsegment = 'BUILDING'::bpchar);;0;0;0;0;0;0;0;0;none;0;22.801;0;0;8.088;0;0;;1
3;14;64;64;Vector Streaming LOCAL REDISTRIBUTE;22.9656;12.075;0.077;134419;2949500;3000188;3000188;0;1;35968;104857600;524288000;8;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;0;0.164578;64;64;15;1
3;11;64;64;Vector Sonic Hash Join;52.135;1098.95;1.203;248524;29355061;14567861;72874383;3000188;1;58779;104857600;524288000;24;none;;;(orders.o_custkey = customer.c_custkey);0;0;0;0;0;3.906;1093.34;93755.9;Inner;8;146.17;9.632;0;34.61;0;0;12,14;1
3;10;64;64;Vector Streaming LOCAL REDISTRIBUTE;137.996;1044.27;86.879;339331;29355061;14567861;14567861;0;1;37184;104857600;524288000;24;none;;;;0;0;0;0;0;0;0;0;none;0;0;0;928.484;1.45844;64;64;11;1
